,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
40106,8633,437,712,4914,473,,,,,1016,,,,,65,,,134,
40107,5430,1085,2937,4927,,289,,,,,352,,57,413,,894,,,
40117,6660,1266,1337,5545,264,,,,,772,,,,540,,,,,
40129,14160,2224,,,,,,,,,,,,,,,,,
40132,15214,1170,,,,,,,,,,,,,,,,,
40134,7042,7744,,370,451,,299,,,,,,,,175,,,,303
40136,5798,5054,2253,1064,977,,1238,,,,,,,,,,,,
40138,2741,257,3582,6002,,,,,,3738,,,45,,,,19,,
40142,11364,194,1459,150,196,699,,,1985,337,,,,,,,,,
40145,5059,8202,424,2055,,,,,,,605,,,39,,,,,
40146,7869,2795,1312,345,2243,822,,,,,,,,,998,,,,
40160,8808,3172,1020,1210,,858,,,,,1100,,116,100,,,,,
40161,5361,628,2689,5819,,835,1028,,,,24,,,,,,,,
40162,9570,921,675,3042,253,,,,,1521,,,340,62,,,,,
40165,10044,259,1215,3549,60,,,,,1231,,,26,,,,,,
40166,10379,837,883,3517,,,101,,,,,,36,,,631,,,
40184,7986,5452,298,,,,1012,960,,,429,,,,,,,247,
40186,3072,,1107,8362,,,,205,,3638,,,,,,,,,
40188,6173,5005,,2683,162,,,,,,852,,,,474,311,,724,
40189,4211,3199,3165,2326,1604,70,,343,,,,,,,1250,,216,,
40190,3665,98,944,9124,,,,196,,1020,,,940,,197,200,,,
40197,9364,743,1333,3232,,472,72,,,,,,,50,883,,,235,
40206,8444,831,1145,4602,,,,,,,,,,,71,1291,,,
40208,8066,100,390,4831,,,,,,1835,,,78,,,1084,,,
40219,3507,2332,7176,769,549,,591,1160,,,,,,,300,,,,
40222,3651,22,3077,8735,335,,,,,564,,,,,,,,,
40226,6979,3341,1446,3000,,920,,,,213,485,,,,,,,,
40231,4621,2909,3705,1119,1882,,1673,,,,412,,63,,,,,,
40247,10159,866,1238,2453,41,333,406,,,,,,301,164,248,175,,,
40250,5613,4584,446,3204,2103,275,,,,,,,,,159,,,,
40253,4187,41,127,7617,,,401,,,2059,,,,,,1952,,,
40254,12233,440,1543,337,997,36,,,,,575,,,,223,,,,
40256,7310,6472,911,37,248,,,,,,1141,178,,,87,,,,
40258,6489,1238,2147,2506,922,624,390,,,,,,,,2068,,,,
40268,15217,1167,,,,,,,,,,,,,,,,,
40272,8065,3874,1552,1654,,556,,,,,,,,,282,,,401,
40274,6373,1922,1726,4792,85,969,,224,,,189,,,,,104,,,
40276,7161,2619,2971,570,,330,1363,1370,,,,,,,,,,,
40278,9574,847,94,5082,58,,,,,639,,,21,,69,,,,
40279,3427,1649,5045,2073,,918,3080,,,,,,,,192,,,,
40281,5708,3024,1421,1614,1815,1186,410,454,,,,,,,752,,,,
40283,5230,164,2776,7613,442,,,,,,,,,106,,,53,,
40284,9236,4124,958,793,,577,,255,,,,441,,,,,,,
40296,12013,442,2152,1641,,,,,,,,,51,43,,,42,,
40298,4700,3119,288,993,976,796,1821,3691,,,,,,,,,,,
40308,8281,7405,,471,,,,,,,41,,,,,,,,186
40310,7726,579,1575,4909,295,,,,,,,,794,,93,,,413,
40311,6050,3258,1562,1501,,2471,,,,,533,,,,637,,,372,
40312,9387,575,1167,2492,,113,,,2393,,,,,,186,,71,,
40313,13500,379,,,,843,,,1640,,,,,22,,,,,
40318,8398,3520,2132,958,,699,,,,,,,,,204,,,473,
40319,8334,1981,1287,3753,,,,,,723,,,,,64,75,167,,
40322,6393,4489,4020,,653,,729,,,,34,,,,,,66,,
40325,6491,7074,296,1034,679,,659,,,,151,,,,,,,,
40331,6955,8757,,,305,,367,,,,,,,,,,,,
40338,7831,1250,1566,4852,446,,,,,399,,,,,,,,40,
40339,6890,4300,1797,1742,,,,,,,,,,,1271,,,384,
40342,9585,1182,1713,2778,434,,,,,,,,,,172,520,,,
40347,13013,475,768,2004,,,,,,,,,124,,,,,,
40348,4050,,2033,6246,,,,,,,,,1893,1876,197,89,,,
40353,14646,687,471,244,,,,,,,,,,,,,,,336
40364,7296,2175,805,4612,,,,,,1305,,,,,,191,,,
40371,7221,3410,1625,3286,85,,,,,,93,,664,,,,,,
40374,4060,3762,2609,1144,2358,,,709,,,,,277,,,1280,185,,
40377,4308,1671,2556,7058,,507,,,,,201,,,,,,83,,
40382,12279,2570,167,309,932,,,,,,,,,,,,,127,
40383,7853,3909,1403,25,,936,,,,,1819,,,,439,,,,
40391,12214,,,,,,,,4170,,,,,,,,,,
40396,5639,2881,1585,4189,405,278,,,,,,,,,1407,,,,
40405,6658,420,655,7720,,,,,,,,,,506,,425,,,
40412,8372,5096,,448,,1681,,,,,787,,,,,,,,
40426,4635,1600,2466,2086,2286,1124,2043,,,,,,,,144,,,,
40429,6045,3471,1315,2718,1581,668,172,,,,,,,,414,,,,
40430,3278,5476,2452,1461,,,,,,,2996,,,,581,,140,,
40435,14341,1472,,,,,,,389,,,,81,101,,,,,
40437,8037,5103,2298,718,,,,189,,,,,,,39,,,,
40438,8250,3900,696,,3085,453,,,,,,,,,,,,,
40440,8049,4069,1887,,978,,168,,,,,,,,855,,,378,
40444,8449,3156,944,597,811,,1918,,,,,,,,509,,,,
40453,5986,2576,3557,2482,929,,,,,,350,,,,504,,,,
40455,13984,,,,,,2400,,,,,,,,,,,,
40456,7079,7690,103,1088,,,79,,,,345,,,,,,,,
40458,14638,1636,,,,,,,,,90,,,20,,,,,
40466,5649,134,2196,6652,,89,,,,1029,,523,,,,112,,,
40467,7236,155,1528,6874,57,,,,,118,,,65,351,,,,,
40468,4467,3994,630,3630,676,2780,,,,,,,,,,,,,207
40471,12967,3002,,,,415,,,,,,,,,,,,,
40476,4979,4393,2727,3018,,,,,,,867,,,,,,,,400
40477,6792,3044,3102,673,1660,630,,,,,,,,,,,,,483
40478,5392,7504,1611,417,281,,,,,,1179,,,,,,,,
40485,4751,3489,3858,3256,374,,,,,,106,,,,550,,,,
40489,5286,4779,2690,3441,,,54,,,,,,134,,,,,,
40493,10644,5723,,,,,,,,,,,,17,,,,,
40501,4693,314,1318,8547,190,,,274,,523,,,491,,,,34,,
40514,12656,3728,,,,,,,,,,,,,,,,,
40516,13945,1716,,,,,,,,,723,,,,,,,,
40526,13852,2532,,,,,,,,,,,,,,,,,
40530,14664,1720,,,,,,,,,,,,,,,,,
40537,8135,7317,,,,,141,,,,432,,,,359,,,,
40542,5755,4787,1295,1076,2114,772,585,,,,,,,,,,,,
40543,10069,70,,5182,,278,,,,,,,,,,758,27,,
40544,11888,4179,,317,,,,,,,,,,,,,,,
40555,4258,262,1402,8238,,,,,,,,,,,,2196,28,,
40556,11774,1063,675,131,,,,105,2051,,,,,,110,,354,,121
40558,6290,2208,2720,3029,504,,,,,,,,,,796,,,837,
10005,8809,676,102,712,659,,490,163,,,290,,3674,282,476,,,51,
10006,4818,5533,165,2626,161,,669,,,,,,2116,37,135,,,124,
10009,4718,554,5442,,368,1025,,,,3307,,,536,434,,,,,
10013,5699,2543,916,3788,1102,,315,,,,,,1060,592,266,,,103,
10016,5758,173,4519,393,,3164,,,,240,,,1514,372,,,251,,
10023,6951,,5506,1220,479,,1547,,,145,,,484,52,,,,,
10024,5328,6672,,1214,,1805,,,,833,,,,,,,172,360,
10028,5403,6045,67,2075,505,,1238,,,,,,213,141,697,,,,
10043,4591,1692,4576,833,628,658,608,,,2659,,,,,,,139,,
10044,3912,,7462,,959,1389,437,,,1933,,,189,103,,,,,
10050,12827,2234,170,132,,122,,,,,,,,,697,,,,202
10053,4851,193,6501,653,1456,1465,,,,810,,,,,431,,,24,
10063,2046,,6091,280,1653,3559,358,272,,1619,,,,,506,,,,
10074,6199,6970,689,1737,,,,,,,,,,,418,,,371,
10076,4751,1463,5968,1451,,893,,,,1609,,,,,249,,,,
10077,6599,432,5293,366,505,1145,,,,1617,,,,427,,,,,
10085,5550,4803,,4015,319,464,,,,,564,,133,,213,,,323,
10092,6525,4173,1762,2834,381,,,,,,,,,,,,132,577,
10097,7389,2605,3030,2696,,,,,,,157,,149,358,,,,,
10103,5530,7065,1020,1569,,,,,,,,,,,1200,,,,
10116,4355,7365,1045,2561,,,,,,,196,,,,718,,,144,
10119,4268,3993,2883,,150,3377,,,,867,,,,,,,,846,
10128,6487,6089,120,,,1815,,,,,,,,,,,,1873,
10134,4598,3911,3659,2608,,507,,,,,,,,,266,,,835,
10138,4340,9751,,1462,,,396,,,,,,,,435,,,,
10146,6456,3635,2111,2574,,278,,,,,140,,,,564,,,626,
10164,5180,,7519,108,,584,,,,2727,,,42,224,,,,,
10177,6822,4570,1880,,1147,1619,108,,,,,,,,,,,,238
10179,4649,7603,1054,2171,,,,,,,668,,,,239,,,,
10186,6332,1839,4120,1824,688,951,,,,,,,,138,,,,492,
10199,4437,830,7605,,,1611,96,,,1805,,,,,,,,,
10204,6832,2963,477,2059,971,,1429,,,,,,284,,902,,,467,
10214,5529,203,6790,,626,1829,1407,,,,,,,,,,,,
10217,6705,4093,1350,3641,,,595,,,,,,,,,,,,
10226,6651,180,3953,266,,1437,808,,,3089,,,,,,,,,
10241,4775,6019,3294,834,411,,526,,,,,,,,,,,525,
10245,10249,102,2693,,2400,423,166,,,,,,,351,,,,,
10248,5269,,4408,,1076,1701,,,,3570,,,,,360,,,,
10253,3961,3683,3746,2415,1233,,,,,,1038,,,,,,,308,
10254,4311,4246,3345,3131,,,856,,,,495,,,,,,,,
10273,8526,1260,3167,945,,960,,,,,,,,,,85,,1441,
10274,7799,717,3295,,696,2680,,,,565,,,,,632,,,,
10276,6726,5239,2120,683,,,,,,,651,,75,,645,,,245,
10278,6099,6012,731,1825,549,792,,,,,,,,,,,,376,
10286,3140,5867,2630,4666,,,,,,,,,,,,,81,,
10288,10190,1091,1426,2735,455,,166,,,,,,321,,,,,,
10301,9396,4719,,1248,,,,,,,,,,,615,,,406,
10302,7395,6083,241,1951,,,,,,,393,,,,321,,,,
10303,11408,3531,749,304,,,392,,,,,,,,,,,,
10316,5781,4536,2036,2062,439,118,,,,,,,194,,1053,,165,,
10318,4789,5488,2240,1132,793,685,,,,,523,,,,734,,,,
10328,3677,3899,2928,2571,1449,1210,,,,,650,,,,,,,,
10330,6989,3106,1923,959,,868,,,,1798,,,,,741,,,,
10335,9076,4624,202,1978,,,,,,,,,288,,94,,,122,
10338,4265,5791,,4468,389,,85,,,,340,991,,,,,55,,
10342,5243,3162,2155,3618,787,,,,,,1419,,,,,,,,
10344,5344,5763,641,3239,538,,,,,,,,,,820,,39,,
10349,6423,4993,,219,1452,1547,1750,,,,,,,,,,,,
10351,5109,4988,820,5063,104,,233,,,,,,,,,,67,,
10352,4900,9818,,1140,,,122,,,,404,,,,,,,,
10357,3132,5899,2613,3835,,,322,,,,,,,,583,,,,
10358,3832,3858,1652,1903,1476,2739,,,,572,,352,,,,,,,
10364,3285,7916,403,3784,187,,403,,,,,,,,406,,,,
10369,6952,5177,914,1887,880,,74,,,,170,,,,330,,,,
10371,5122,8007,,2408,581,,193,,,,,,,,,,,73,
10379,3271,7881,868,2969,,650,147,,,,,,,,411,,187,,
10385,6574,3296,1343,1400,1534,1873,364,,,,,,,,,,,,
10386,7661,6723,,,2000,,,,,,,,,,,,,,
10397,5452,2896,5675,787,624,,,,,,,,,950,,,,,
10408,6414,3793,1530,3682,604,,123,,,,,,177,,,,61,,
10411,7046,5212,763,2092,1097,,,,,,,,,,,,,174,
10415,12097,1276,260,734,516,,567,,,,,,549,,385,,,,
10418,4102,9697,,2585,,,,,,,,,,,,,,,
10419,4570,5889,2638,2019,,,,,,,,669,,,599,,,,
10420,10481,3206,122,1928,319,,,,,,,,,,137,,,,191
10424,4282,6663,575,2916,,275,,,,,,503,,,,,,1170,
10433,5401,2981,1078,5275,1152,,,,,,,,,,,,,497,
10440,5128,4733,2727,2888,188,,288,,,,,253,,,179,,,,
10458,5977,5414,1065,1060,850,535,,,,,335,,,,1148,,,,
10463,6131,8444,,1312,115,,104,,,,278,,,,,,,,
10466,5562,2383,2602,3899,1765,,,,,,,,,,,,,173,
10469,5752,2570,1165,2760,1468,570,,,53,,,,,,191,,1855,,
10470,2982,4763,725,6559,486,,444,,,,,,,,425,,,,
10478,4491,5761,148,3900,669,562,,,,,853,,,,,,,,
10479,5472,2194,2300,3686,633,1440,,,,,,,,,659,,,,
10482,3345,6845,1583,2858,,1693,,,,,,,,,,,,60,
10492,7658,4751,2501,815,360,,,,,,,,,,,,85,214,
10494,6318,8086,612,1052,,,316,,,,,,,,,,,,
10496,3274,5073,3827,2042,601,1124,,,,,335,,,,108,,,,
10500,7493,1594,2032,2642,1110,1349,,,,,164,,,,,,,,
10507,4439,7648,572,2183,,,,,,,1542,,,,,,,,
10512,4907,8045,905,1907,298,,,,,,,,,,,,,,322
10518,5370,3259,2321,3080,921,1433,,,,,,,,,,,,,
10524,9961,4085,1125,377,,,,,,,,,,,628,,,208,
10525,2974,802,6645,2019,,3944,,,,,,,,,,,,,
10533,10993,1657,247,1398,,635,128,,,,,,,,1326,,,,
10537,7062,2894,438,4898,768,,,,,,324,,,,,,,,
10538,9771,1931,3047,916,310,,194,,,,,,,,215,,,,
20008,6552,137,374,714,,,,384,,,,,3613,1273,,,2137,,1200
20010,4691,92,793,61,517,227,,3524,603,,,4806,,,1070,,,,
20025,4972,,,,,,,11412,,,,,,,,,,,
20030,10352,904,,,,,,,1498,,,1320,349,,,,1961,,
20032,5666,1007,,,,1233,,1182,4653,,,1904,423,,,,,,316
20035,7586,360,,,,,,211,,,,,4112,,2143,,1972,,
20036,10210,,,,,,,,,,,,2119,,,,4055,,
20041,4285,1438,,,1137,,,2802,3416,,,3227,,,79,,,,
20044,4511,1497,,2269,574,,591,3439,654,,,1781,,,201,,,,867
20046,10650,5734,,,,,,,,,,,,,,,,,
20050,13774,141,,,161,,,,577,,,,728,,235,,,,768
20065,7676,2897,381,691,893,659,666,1146,203,,,,,,1172,,,,
20072,9563,3646,,,,,,,2266,,,,172,,596,,,,141
20074,6231,3995,,,,,,,2079,,,604,,,1872,,1283,,320
20083,6614,4364,,,140,,,,,,,534,2969,115,1127,,521,,
20086,12252,756,323,,70,,,696,78,,,1462,227,365,155,,,,
20092,11597,367,,,,,,,,,,,2594,,,,1826,,
20093,7095,744,,,,,,681,,,,546,635,66,485,,6132,,
20095,12875,2500,,,,,,,324,,,,,,685,,,,
20096,6006,314,,,,,,3086,,,,4284,608,,1016,,1070,,
20105,10946,3690,,51,,,,538,74,,,936,,61,,,,,88
20107,11225,93,82,,328,,,,31,,,4297,,,328,,,,
20119,11626,1736,,,,598,,,1247,,,182,,,384,,123,,488
20120,10031,122,,,,,,,,,,92,317,,120,,5702,,
20126,11433,370,,,,,,,3234,,,24,,,,,,,1323
20129,13004,1416,,,,,,,,,683,,90,,1191,,,,
20134,12565,944,,607,61,,,,1192,,105,114,131,376,75,,,,214
20138,7993,,,1887,557,,,,,,,,666,,,91,5190,,
20152,15224,134,,,,,113,,227,,,,,,,,,,686
20157,11124,435,,,,,,,,,,46,,,,,4412,,367
20158,10735,2088,410,,,,,,890,,,,,,909,,1352,,
20161,6048,959,,2217,,,,2756,289,,,3820,,,295,,,,
20162,8468,473,1185,517,49,,,269,1147,,,1660,614,,2002,,,,
20170,3875,2794,,,1446,,,1047,1429,,,,39,,103,,5651,,
20175,10296,1455,244,,,269,,404,1055,,,1918,707,,,,36,,
20177,8699,7493,,,,,,,,,76,,,,,,,,116
20179,11602,116,,,,,269,,3364,,,,,,1033,,,,
20186,13760,633,,,,,,,596,,,,,,369,,768,258,
20196,10744,1268,,,,,92,,2850,,,468,35,,795,,132,,
20197,9173,1239,,,64,,2284,,2574,,,,327,,723,,,,
20230,12197,,,,,,,642,,,,958,1034,,1553,,,,
20234,11561,1334,,,,,959,,789,,,622,,,436,,470,,213
20236,11728,467,,,,,,,1856,,,,159,,,,2174,,
20237,12426,,,,,,,1041,,,,2701,216,,,,,,
20239,10169,526,,,1123,,,1054,,,,,1276,,,,2236,,
20246,13238,742,,,,,,,1696,,,,334,35,191,,148,,
20250,14036,2130,,,97,,,,,,,,,,121,,,,
20261,11021,753,,162,278,,,324,,,,3187,,,659,,,,
20264,6625,38,,,,,,,8444,,,1277,,,,,,,
20268,10259,57,,,,,,,,,,,963,,,,5105,,
20273,12163,91,,,,,,687,,,,699,2414,,141,,,,189
20279,5046,5971,,,,,,3377,,,,,,,1990,,,,
20293,9480,3453,,,981,,,,,,,271,840,,1359,,,,
20296,6661,2733,1697,,1210,,,,2369,,,,,,1714,,,,
20306,12575,922,649,,,,468,,800,,,480,118,,305,,67,,
20308,7558,2495,,,,,,311,2622,,,1203,1342,,690,,163,,
20323,11319,2335,,423,,,,1223,,454,,397,,,233,,,,
20324,10600,787,,,,,127,,3723,,,196,951,,,,,,
20327,10671,3478,,,,,,,,,178,,,,2057,,,,
20329,12574,2608,,,127,,243,,,,,,,,832,,,,
20335,11278,716,261,,,,57,,2522,,,,,,,,1550,,
20337,11571,2347,,,,,,,,,,,175,,1906,,385,,
20339,11045,673,,,,,,492,1450,,,2406,234,,84,,,,
20352,13598,86,,,,,,,40,,,,,,,,2498,,162
20355,10621,698,,304,,,,1617,40,230,,2031,352,,141,,,,350
20377,11507,248,,,,,,,,,,113,,,996,,3520,,
20379,13229,1052,327,,,,,,,,,,1121,,,,655,,
20381,13815,409,,,183,,,499,315,,,643,,,,520,,,
20387,10309,654,,47,154,,,487,4122,,,332,,,185,,,,94
20391,12081,989,505,,989,,242,,,,,608,,,672,,,,298
20393,6392,,75,,,,,963,2360,,,1572,,,,,5022,,
20396,12162,,,,,,,,,,,,4070,,152,,,,
20410,14174,1731,,,479,,,,,,,,,,,,,,
20429,10251,6133,,,,,,,,,,,,,,,,,
20438,11000,,,,149,,,,4352,,265,58,,,432,,128,,
20442,8293,133,,,,,,,7923,,,,,,,,35,,
20447,12702,260,,,,,,2694,,,,728,,,,,,,
20453,7667,839,27,,115,,,161,7052,,,147,91,,285,,,,
20455,9792,316,,,,,,,6130,,,,,,,,146,,
20456,10312,587,,,47,,,,5370,,,,26,,,,42,,
20461,11098,1922,808,,,,,,,,,985,,,970,,601,,
20470,5952,4854,,,,,,,1663,,,426,222,,755,,2100,412,
20472,15509,291,,,60,,,,,,,,,,466,,58,,
20476,13002,28,,,,,,,2021,,,,268,,147,,918,,
20477,8788,4787,,,,,,,,,,,34,,1100,,1675,,
20488,9153,132,,,,,,,4065,,,,,,,,3034,,
20504,9088,2272,,,290,,,,3658,,158,,36,212,347,,323,,
20505,9175,52,,,,,838,,,,,1543,,,,,4776,,
20510,10354,2428,131,,1591,,,,414,,,,175,,1291,,,,
20518,13658,1583,,,,,,,,,,,,,762,,,381,
20526,15067,,,,,,,,454,,,,,,99,,764,,
20540,11405,221,,,,,,1222,,,,930,,,2606,,,,
20544,13707,,123,,,,,,,,,,,,,,2554,,
20546,13580,111,,,,,,2101,,,,592,,,,,,,
20548,11885,1128,,,,,,,3123,,,,,,188,,,,60
20551,11110,,,,,,,,,,,5274,,,,,,,
20559,3495,7454,,,,,,,1030,,,970,2841,,322,,272,,
20569,14771,,,,,,,,657,,,,,,,,956,,
20592,9594,1938,2153,,,,,,,,,,,,2699,,,,
20594,7121,3905,,,,,,,,,956,1398,,,,,3004,,
20608,13694,2164,,,,,,,,,,,,,484,,,,42
20635,14422,,,,,,,,,,,,,,1962,,,,
20639,11081,657,,,1586,,,,,,,2867,193,,,,,,
20641,8481,379,,,,,,,,,,289,,,,,7235,,
20642,9158,7226,,,,,,,,,,,,,,,,,
20643,11099,414,,,,,,,2690,,,,,,2181,,,,
20645,14139,355,,,,,,,,,,,249,,716,,925,,
20648,12094,187,,,,,,,3760,,,,,,343,,,,
30005,7751,2329,440,2465,1282,,,,,,,,387,469,,1261,,,
30006,4399,6583,604,,1607,,159,,,,187,,,,1933,,,912,
30008,6634,1605,1728,1620,1177,1844,215,530,,,,,,,,383,,,648
30009,4873,534,5837,627,221,1247,237,1843,,,,,,,327,,,199,439
30011,7331,4157,299,3189,598,,,295,,,,,,,,,,515,
30016,4356,1449,2808,660,3499,2737,,,,,316,,,,413,146,,,
30023,6265,4826,369,1855,,208,,,,,257,,,,,2604,,,
30026,8514,889,336,3145,,,1293,,,,,,,,994,655,,,558
30032,4239,8997,,1100,281,,121,,,,1468,,,,87,,,,91
30034,12282,2184,,150,,,,,,,,,1055,223,,490,,,
30035,6560,1317,570,967,800,291,,1142,,,,,,,,,,,4737
30049,4465,7520,638,1125,564,,,,,,,,,,1674,141,,,257
30050,7885,3090,,1917,778,,,,,,,,,,81,989,,1644,
30051,5957,3970,1032,3240,,,,,,,1287,,,,,,,898,
30053,9034,2411,3070,1022,,187,91,176,,,,,,,,148,,245,
30054,7259,7492,474,,,,,,,,,,,,452,,,707,
30057,12338,3299,113,74,117,,,,,,,,69,,,,,161,213
30063,8225,3904,3088,485,43,,,,,,,,,,,639,,,
30068,7664,3544,829,1990,539,,,,,,651,,,,549,191,,,427
30070,11328,3502,,,,,,199,,,,,,,1193,162,,,
30074,12579,3175,,,630,,,,,,,,,,,,,,
30077,9719,2660,173,1791,185,,,90,,,209,,1196,361,,,,,
30090,11301,396,816,353,1480,829,,,,,,,,,,1209,,,
30091,2903,2310,2028,3281,1991,477,,,,,,,,,114,3280,,,
30096,6536,4006,1300,1915,1078,238,,,,,,,,,,362,,949,
30100,5682,5035,920,2723,458,255,432,,,,109,,,,,770,,,
30105,9173,3353,822,492,70,,,,,,,,,,,2111,,363,
30107,5201,8843,,359,,,,,,,489,,,,,,,1492,
30116,7471,6903,239,248,161,387,,,,,,,,,,,,975,
30128,7519,5080,385,988,619,,,,,,,,,,,,,1793,
30129,4927,930,4968,2968,999,,,,,,,,,,653,939,,,
30130,8284,3403,1481,411,1010,,40,,1395,,166,,,,150,,,,44
30131,5824,4379,2251,207,1573,844,,,,,396,,,,156,754,,,
30136,2889,778,5036,3940,1074,,213,,,,,,,,477,1977,,,
30137,7185,3513,228,373,1661,,,,,,2192,,,,,,,,1232
30143,6767,5285,465,1409,486,,,,,,1787,,,,,,,,185
30147,6032,5621,1018,497,562,878,,243,737,,,,,,208,,,,588
30159,6310,8363,100,,531,,,,,,599,,,,298,,,183,
30168,4759,2681,3858,3762,,476,,155,,,,,220,,473,,,,
30172,5187,7599,364,1116,348,554,,,,,162,,,,,,,1054,
30178,2372,,2541,2113,,6698,,,,,,,,,,2660,,,
30204,2606,1321,3146,1737,1989,462,,,,,,,,,220,4903,,,
30214,11340,2506,,1212,,,,,682,,,,,,361,,,,283
30220,7025,3811,1394,3551,,,,,,,,,,,603,,,,
30225,8432,7952,,,,,,,,,,,,,,,,,
30228,9824,6560,,,,,,,,,,,,,,,,,
30229,8314,7591,,479,,,,,,,,,,,,,,,
30233,9181,5148,130,995,251,,,,,,,,,,,,,679,
30234,7345,5198,476,1528,1126,,,,,,353,,,,,358,,,
30235,6920,6266,659,1571,,,,,,,894,,,,74,,,,
30237,12331,4053,,,,,,,,,,,,,,,,,
30242,8616,7768,,,,,,,,,,,,,,,,,
30250,8782,532,742,4497,,,454,,,,,,,,,1377,,,
30256,6901,1284,1175,3918,1237,1105,,,,,,,,,,764,,,
30261,7605,6969,,,,,,,,,1103,,,,,,,421,286
30266,9839,1844,,,303,,,,3914,,,,,,309,,,,175
30280,5046,1805,2393,4847,397,876,,,,,,,,,,709,,311,
30283,3049,2503,4347,4525,1153,,,,,,,,,,,807,,,
30293,10225,1076,,,,,,,5083,,,,,,,,,,
30301,8333,5966,,,,,,,,,1782,,,,,,,,303
30302,9903,525,731,3712,,376,72,150,,,49,,,,63,803,,,
30303,12641,1808,264,718,,,,,,,69,,315,446,123,,,,
30304,4161,5421,1976,2029,1338,575,,,,,526,,,,,,,358,
30312,7217,7014,,616,,,,,,,1333,,,,31,,,173,
30324,4506,5103,2815,1597,1446,,,,,,255,,,,,368,,294,
30340,9596,1876,582,436,,2135,,412,,,,,,,280,1067,,,
30341,8994,4059,1554,474,,834,,,,,,,,,,,,342,127
30346,6890,8344,,467,466,,,,,,89,,,,128,,,,
30365,13788,969,,,,,,,1475,,,,,28,124,,,,
30374,12349,2879,,173,,,,,,,983,,,,,,,,
30375,4980,8050,290,1477,250,,,,,,1178,,,,159,,,,
30383,10107,2396,704,1444,340,,,,,,,,,,,1393,,,
30384,7555,3410,1111,2448,215,,698,,,,696,,,,251,,,,
30398,7954,2189,2097,3860,,,,,,,,,,,,284,,,
30400,4786,10287,,1100,,,,,,,211,,,,,,,,
30403,7096,7394,70,,359,,,,112,,,,,22,248,1083,,,
30404,11821,4207,,,,,,,,,,,,,,,,,356
30408,11464,3934,671,,,,,,,,,,,,,,,,315
30412,4645,1955,2377,4816,,1018,,448,,,557,,,,568,,,,
30413,15259,709,,,,,,,,,,,,,,,,,416
30417,7294,1048,2769,2575,150,,,804,,,,,,,,1744,,,
30420,6349,7217,1536,,711,,,,,,,,,,571,,,,
30422,7003,1590,2469,1933,1100,,,,,,,,,,261,2028,,,
30425,5018,1412,3492,2070,611,,,150,,,,,,,,3631,,,
30431,4311,11263,61,679,,,,,,,70,,,,,,,,
30432,8557,6269,,385,,,,,,,1147,,,,26,,,,
30438,8850,1182,433,1265,2142,633,,,,,,,,,,1879,,,
30441,7093,1970,2750,1126,888,,,,,,,,,,416,2141,,,
30449,8921,4834,277,1819,,300,,,,,233,,,,,,,,
30453,5798,8535,,,,269,,,,,,,,51,,1731,,,
30464,6194,451,3531,2514,1161,382,,,,,,,,,,2151,,,
30466,2946,10831,,383,1781,,,,,,147,,,,,,,296,
30484,8176,5039,,,440,,,,,,1565,,,,1164,,,,
30487,12458,1345,909,915,108,273,,,,,,22,205,,,,,,149
30488,9799,1652,152,1566,599,,,,2135,,,,,,481,,,,
30490,3618,5778,2130,2924,,465,,,,,868,,,,,,,601,
30492,2629,126,5595,6585,,101,,,,,,,,,,1348,,,
30503,10220,2351,,1134,846,,,,,,,,,,,1833,,,
30510,8656,1604,3416,677,,,,,,,,,,,,2031,,,
30511,5425,3511,2863,3170,832,,,,,,,,,,,583,,,
30514,3074,5298,2262,3153,1507,,,264,,,74,,,,752,,,,
30517,8963,752,,,,,,,6669,,,,,,,,,,
30520,4868,9192,,802,102,,,,900,,520,,,,,,,,
30521,6113,541,1546,3772,66,211,,,,,,,,,1275,2860,,,
30522,7187,5780,398,435,,,648,,,,1936,,,,,,,,
30524,6108,4419,1576,2158,378,,,,,,,,,,594,1151,,,
30538,6107,5302,678,2570,957,569,,,,,,,,,,,,201,
30540,5632,5174,1132,2149,629,997,,,,,671,,,,,,,,
30543,13371,1439,,,,,,,1275,,144,,,,26,,,129,
30547,12326,1273,,288,,543,,812,,,,,,,,1142,,,
30553,10915,5198,,36,,,,,,,,,,,,,,235,
30554,4850,4678,1989,2517,382,675,,,,,,,,,,1293,,,
30560,6469,9638,,,,,,,,,,,,,,,,277,
30564,6862,3843,2743,1868,281,,,132,,,363,,,,292,,,,
30577,6629,9233,,,,,,,,,,,,,,,,522,
30583,5602,3208,2358,1320,,2288,,,,,,,,,,1608,,,
30593,9857,6223,,,,,,,,,,,,,,,,304,
30600,14211,1947,,,,,,,,,,,,,,,,226,
30601,8977,3388,276,,593,,,,2540,,503,,,,107,,,,
30603,6043,8681,,255,,,,,92,,,,,,1074,,,,239
30606,11071,1216,751,1353,234,520,,,,,610,,,,224,405,,,
30609,6935,1699,1852,3664,299,1329,,,,,,,,,606,,,,
30610,9400,1706,1935,2430,,813,,,,,,,,,,,,,100
30612,7423,2566,2459,1314,,672,,,,,,,,,,1950,,,
30617,4021,5676,2179,3121,287,325,,,,,,,,,,,,,775
30623,5848,2884,1847,4920,,,,552,,,,,,,,,,333,
30625,9315,6929,,,89,,,,,,,,,51,,,,,
30628,14032,1567,,,,,,,,,401,,,,135,,,249,
